"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0027694","부산 강서구","유성에너지(주)풍경주유소","부산 강서구 낙동남로 432","20220816","SK에너지","일반","0","1799","1899","0"
"A0027694","부산 강서구","유성에너지(주)풍경주유소","부산 강서구 낙동남로 432","20220817","SK에너지","일반","0","1759","1859","0"
"A0033238","부산 강서구","유성주유소","부산 강서구 생곡로 337 (생곡동)","20220810","S-OIL","셀프","0","1768","1868","1650"
"A0033238","부산 강서구","유성주유소","부산 강서구 생곡로 337 (생곡동)","20220811","S-OIL","셀프","0","1768","1868","1650"
"A0033238","부산 강서구","유성주유소","부산 강서구 생곡로 337 (생곡동)","20220812","S-OIL","셀프","0","1768","1868","1650"
"A0033238","부산 강서구","유성주유소","부산 강서구 생곡로 337 (생곡동)","20220813","S-OIL","셀프","0","1768","1868","1650"
"A0033238","부산 강서구","유성주유소","부산 강서구 생곡로 337 (생곡동)","20220814","S-OIL","셀프","0","1768","1868","1650"
"A0033238","부산 강서구","유성주유소","부산 강서구 생곡로 337 (생곡동)","20220815","S-OIL","셀프","0","1738","1838","1650"
"A0033238","부산 강서구","유성주유소","부산 강서구 생곡로 337 (생곡동)","20220816","S-OIL","셀프","0","1738","1838","0"
"A0033238","부산 강서구","유성주유소","부산 강서구 생곡로 337 (생곡동)","20220817","S-OIL","셀프","0","1738","1838","0"
"A0033626","부산 강서구","은마석유 (주)부산신항주유소","부산 강서구 가락대로 706","20220810","현대오일뱅크","셀프","0","1749","1849","0"
"A0033626","부산 강서구","은마석유 (주)부산신항주유소","부산 강서구 가락대로 706","20220811","현대오일뱅크","셀프","0","1749","1849","0"
"A0033626","부산 강서구","은마석유 (주)부산신항주유소","부산 강서구 가락대로 706","20220812","현대오일뱅크","셀프","0","1729","1829","0"
"A0033626","부산 강서구","은마석유 (주)부산신항주유소","부산 강서구 가락대로 706","20220813","현대오일뱅크","셀프","0","1729","1829","0"
"A0033626","부산 강서구","은마석유 (주)부산신항주유소","부산 강서구 가락대로 706","20220814","현대오일뱅크","셀프","0","1729","1829","0"
"A0033626","부산 강서구","은마석유 (주)부산신항주유소","부산 강서구 가락대로 706","20220815","현대오일뱅크","셀프","0","1729","1829","0"
"A0033626","부산 강서구","은마석유 (주)부산신항주유소","부산 강서구 가락대로 706","20220816","현대오일뱅크","셀프","0","1729","1829","0"
"A0033626","부산 강서구","은마석유 (주)부산신항주유소","부산 강서구 가락대로 706","20220817","현대오일뱅크","셀프","0","1729","1799","0"
"A0027643","부산 강서구","은마석유 경기장주유소","부산 강서구 낙동북로 364 (대저1동)","20220810","GS칼텍스","셀프","2098","1728","1828","1500"
"A0027643","부산 강서구","은마석유 경기장주유소","부산 강서구 낙동북로 364 (대저1동)","20220811","GS칼텍스","셀프","2098","1728","1828","1500"
"A0027643","부산 강서구","은마석유 경기장주유소","부산 강서구 낙동북로 364 (대저1동)","20220812","GS칼텍스","셀프","2098","1728","1828","1500"
"A0027643","부산 강서구","은마석유 경기장주유소","부산 강서구 낙동북로 364 (대저1동)","20220813","GS칼텍스","셀프","2098","1698","1798","1500"
"A0027643","부산 강서구","은마석유 경기장주유소","부산 강서구 낙동북로 364 (대저1동)","20220814","GS칼텍스","셀프","2098","1698","1798","1500"
"A0027643","부산 강서구","은마석유 경기장주유소","부산 강서구 낙동북로 364 (대저1동)","20220815","GS칼텍스","셀프","2098","1698","1798","1500"
"A0027643","부산 강서구","은마석유 경기장주유소","부산 강서구 낙동북로 364 (대저1동)","20220816","GS칼텍스","셀프","2098","1698","1798","1500"
"A0027643","부산 강서구","은마석유 경기장주유소","부산 강서구 낙동북로 364 (대저1동)","20220817","GS칼텍스","셀프","2098","1693","1793","1500"
"A0027645","부산 강서구","은마석유(주)신호주유소","부산 강서구  낙동남로 514 (화전동)","20220810","현대오일뱅크","셀프","0","1749","1849","1650"
"A0027645","부산 강서구","은마석유(주)신호주유소","부산 강서구  낙동남로 514 (화전동)","20220811","현대오일뱅크","셀프","0","1729","1839","1650"
"A0027645","부산 강서구","은마석유(주)신호주유소","부산 강서구  낙동남로 514 (화전동)","20220812","현대오일뱅크","셀프","0","1715","1829","1650"
"A0027645","부산 강서구","은마석유(주)신호주유소","부산 강서구  낙동남로 514 (화전동)","20220813","현대오일뱅크","셀프","0","1715","1829","1650"
"A0027645","부산 강서구","은마석유(주)신호주유소","부산 강서구  낙동남로 514 (화전동)","20220814","현대오일뱅크","셀프","0","1715","1829","1650"
"A0027645","부산 강서구","은마석유(주)신호주유소","부산 강서구  낙동남로 514 (화전동)","20220815","현대오일뱅크","셀프","0","1695","1819","1580"
"A0027645","부산 강서구","은마석유(주)신호주유소","부산 강서구  낙동남로 514 (화전동)","20220816","현대오일뱅크","셀프","0","1695","1819","1580"
"A0027645","부산 강서구","은마석유(주)신호주유소","부산 강서구  낙동남로 514 (화전동)","20220817","현대오일뱅크","셀프","0","1685","1799","1500"
"A0027625","부산 강서구","은마석유(주)직영 강서주유소","부산 강서구 공항로 483 (대저2동)","20220810","현대오일뱅크","셀프","0","1739","1849","0"
"A0027625","부산 강서구","은마석유(주)직영 강서주유소","부산 강서구 공항로 483 (대저2동)","20220811","현대오일뱅크","셀프","0","1739","1849","0"
"A0027625","부산 강서구","은마석유(주)직영 강서주유소","부산 강서구 공항로 483 (대저2동)","20220812","현대오일뱅크","셀프","0","1729","1839","0"
"A0027625","부산 강서구","은마석유(주)직영 강서주유소","부산 강서구 공항로 483 (대저2동)","20220813","현대오일뱅크","셀프","0","1715","1829","0"
"A0027625","부산 강서구","은마석유(주)직영 강서주유소","부산 강서구 공항로 483 (대저2동)","20220814","현대오일뱅크","셀프","0","1715","1829","0"
"A0027625","부산 강서구","은마석유(주)직영 강서주유소","부산 강서구 공항로 483 (대저2동)","20220815","현대오일뱅크","셀프","0","1709","1817","0"
"A0027625","부산 강서구","은마석유(주)직영 강서주유소","부산 강서구 공항로 483 (대저2동)","20220816","현대오일뱅크","셀프","0","1709","1817","0"
"A0027625","부산 강서구","은마석유(주)직영 강서주유소","부산 강서구 공항로 483 (대저2동)","20220817","현대오일뱅크","셀프","0","1698","1798","0"
"A0027403","부산 강서구","이왕주유소","부산 강서구 대저로255번길 21 (대저1동)","20220810","현대오일뱅크","셀프","0","1798","1898","1500"
"A0027403","부산 강서구","이왕주유소","부산 강서구 대저로255번길 21 (대저1동)","20220811","현대오일뱅크","셀프","0","1798","1848","1500"
"A0027403","부산 강서구","이왕주유소","부산 강서구 대저로255번길 21 (대저1동)","20220812","현대오일뱅크","셀프","0","1758","1848","1500"
"A0027403","부산 강서구","이왕주유소","부산 강서구 대저로255번길 21 (대저1동)","20220813","현대오일뱅크","셀프","0","1758","1848","1500"
"A0027403","부산 강서구","이왕주유소","부산 강서구 대저로255번길 21 (대저1동)","20220814","현대오일뱅크","셀프","0","1758","1848","1500"
"A0027403","부산 강서구","이왕주유소","부산 강서구 대저로255번길 21 (대저1동)","20220815","현대오일뱅크","셀프","0","1758","1848","1500"
"A0027403","부산 강서구","이왕주유소","부산 강서구 대저로255번길 21 (대저1동)","20220816","현대오일뱅크","셀프","0","1758","1848","1500"
"A0027403","부산 강서구","이왕주유소","부산 강서구 대저로255번길 21 (대저1동)","20220817","현대오일뱅크","셀프","0","1708","1818","1500"
"A0027480","부산 강서구","제일주유소","부산 강서구 가락대로 1417","20220810","GS칼텍스","일반","0","1798","1928","1650"
"A0027480","부산 강서구","제일주유소","부산 강서구 가락대로 1417","20220811","GS칼텍스","일반","0","1798","1928","1650"
"A0027480","부산 강서구","제일주유소","부산 강서구 가락대로 1417","20220812","GS칼텍스","일반","0","1778","1928","1650"
"A0027480","부산 강서구","제일주유소","부산 강서구 가락대로 1417","20220813","GS칼텍스","일반","0","1778","1878","1650"
"A0027480","부산 강서구","제일주유소","부산 강서구 가락대로 1417","20220814","GS칼텍스","일반","0","1778","1878","1650"
"A0027480","부산 강서구","제일주유소","부산 강서구 가락대로 1417","20220815","GS칼텍스","일반","0","1778","1878","1650"
"A0027480","부산 강서구","제일주유소","부산 강서구 가락대로 1417","20220816","GS칼텍스","일반","0","1778","1878","1650"
"A0027480","부산 강서구","제일주유소","부산 강서구 가락대로 1417","20220817","GS칼텍스","일반","0","1778","1878","1650"
"A0032104","부산 강서구","평강주유소","부산 강서구 평강로 309 (대저1동)","20220810","SK에너지","셀프","0","1759","1959","1750"
"A0032104","부산 강서구","평강주유소","부산 강서구 평강로 309 (대저1동)","20220811","SK에너지","셀프","0","1739","1839","0"
"A0032104","부산 강서구","평강주유소","부산 강서구 평강로 309 (대저1동)","20220812","SK에너지","셀프","0","1739","1839","0"
"A0032104","부산 강서구","평강주유소","부산 강서구 평강로 309 (대저1동)","20220813","SK에너지","셀프","0","1729","1829","0"
"A0032104","부산 강서구","평강주유소","부산 강서구 평강로 309 (대저1동)","20220814","SK에너지","셀프","0","1729","1829","0"
"A0032104","부산 강서구","평강주유소","부산 강서구 평강로 309 (대저1동)","20220815","SK에너지","셀프","0","1729","1829","1500"
"A0032104","부산 강서구","평강주유소","부산 강서구 평강로 309 (대저1동)","20220816","SK에너지","셀프","0","1729","1829","1500"
"A0032104","부산 강서구","평강주유소","부산 강서구 평강로 309 (대저1동)","20220817","SK에너지","셀프","0","1698","1798","1500"
"A0031763","부산 금정구","거북이주유소(SK)","부산 금정구 중앙대로 1672 (부곡동)","20220810","SK에너지","셀프","0","1825","1895","0"
"A0031763","부산 금정구","거북이주유소(SK)","부산 금정구 중앙대로 1672 (부곡동)","20220811","SK에너지","셀프","0","1795","1865","0"
"A0031763","부산 금정구","거북이주유소(SK)","부산 금정구 중앙대로 1672 (부곡동)","20220812","SK에너지","셀프","0","1795","1865","0"
"A0031763","부산 금정구","거북이주유소(SK)","부산 금정구 중앙대로 1672 (부곡동)","20220813","SK에너지","셀프","0","1795","1865","0"
"A0031763","부산 금정구","거북이주유소(SK)","부산 금정구 중앙대로 1672 (부곡동)","20220814","SK에너지","셀프","0","1795","1865","0"
"A0031763","부산 금정구","거북이주유소(SK)","부산 금정구 중앙대로 1672 (부곡동)","20220815","SK에너지","셀프","0","1795","1865","0"
"A0031763","부산 금정구","거북이주유소(SK)","부산 금정구 중앙대로 1672 (부곡동)","20220816","SK에너지","셀프","0","1795","1865","0"
"A0031763","부산 금정구","거북이주유소(SK)","부산 금정구 중앙대로 1672 (부곡동)","20220817","SK에너지","셀프","0","1775","1845","0"
"A0032079","부산 금정구","금강주유소","부산 금정구 중앙대로 1972","20220810","SK에너지","일반","0","1749","1849","0"
"A0032079","부산 금정구","금강주유소","부산 금정구 중앙대로 1972","20220811","SK에너지","일반","0","1749","1849","0"
"A0032079","부산 금정구","금강주유소","부산 금정구 중앙대로 1972","20220812","SK에너지","일반","0","1749","1849","0"
"A0032079","부산 금정구","금강주유소","부산 금정구 중앙대로 1972","20220813","SK에너지","일반","0","1749","1849","0"
"A0032079","부산 금정구","금강주유소","부산 금정구 중앙대로 1972","20220814","SK에너지","일반","0","1749","1849","0"
"A0032079","부산 금정구","금강주유소","부산 금정구 중앙대로 1972","20220815","SK에너지","일반","0","1749","1849","0"
"A0032079","부산 금정구","금강주유소","부산 금정구 중앙대로 1972","20220816","SK에너지","일반","0","1749","1849","0"
"A0032079","부산 금정구","금강주유소","부산 금정구 중앙대로 1972","20220817","SK에너지","일반","0","1749","1849","0"
"A0031946","부산 금정구","금두꺼비주유소","부산광역시 금정구  부곡로 67 (부곡동)","20220810","알뜰주유소","셀프","0","1748","1848","0"
"A0031946","부산 금정구","금두꺼비주유소","부산광역시 금정구  부곡로 67 (부곡동)","20220811","알뜰주유소","셀프","0","1747","1847","0"
"A0031946","부산 금정구","금두꺼비주유소","부산광역시 금정구  부곡로 67 (부곡동)","20220812","알뜰주유소","셀프","0","1747","1847","0"
"A0031946","부산 금정구","금두꺼비주유소","부산광역시 금정구  부곡로 67 (부곡동)","20220813","알뜰주유소","셀프","0","1747","1847","0"
"A0031946","부산 금정구","금두꺼비주유소","부산광역시 금정구  부곡로 67 (부곡동)","20220814","알뜰주유소","셀프","0","1747","1847","0"
"A0031946","부산 금정구","금두꺼비주유소","부산광역시 금정구  부곡로 67 (부곡동)","20220815","알뜰주유소","셀프","0","1747","1847","0"
"A0031946","부산 금정구","금두꺼비주유소","부산광역시 금정구  부곡로 67 (부곡동)","20220816","알뜰주유소","셀프","0","1747","1847","0"
"A0031946","부산 금정구","금두꺼비주유소","부산광역시 금정구  부곡로 67 (부곡동)","20220817","알뜰주유소","셀프","0","1699","1799","0"
"A0023997","부산 금정구","금샘로주유소","부산 금정구 금샘로 460 (남산동)","20220810","SK에너지","셀프","2049","1779","1879","0"
"A0023997","부산 금정구","금샘로주유소","부산 금정구 금샘로 460 (남산동)","20220811","SK에너지","셀프","2029","1749","1849","0"
"A0023997","부산 금정구","금샘로주유소","부산 금정구 금샘로 460 (남산동)","20220812","SK에너지","셀프","2029","1749","1849","0"
"A0023997","부산 금정구","금샘로주유소","부산 금정구 금샘로 460 (남산동)","20220813","SK에너지","셀프","2029","1749","1849","0"
"A0023997","부산 금정구","금샘로주유소","부산 금정구 금샘로 460 (남산동)","20220814","SK에너지","셀프","2029","1749","1849","0"
"A0023997","부산 금정구","금샘로주유소","부산 금정구 금샘로 460 (남산동)","20220815","SK에너지","셀프","2029","1749","1849","0"
"A0023997","부산 금정구","금샘로주유소","부산 금정구 금샘로 460 (남산동)","20220816","SK에너지","셀프","2029","1749","1849","0"
"A0023997","부산 금정구","금샘로주유소","부산 금정구 금샘로 460 (남산동)","20220817","SK에너지","셀프","2029","1749","1849","0"
"A0027398","부산 금정구","금정산주유소","부산 금정구 금샘로 399 (구서동)","20220810","SK에너지","일반","0","1857","1957","1700"
"A0027398","부산 금정구","금정산주유소","부산 금정구 금샘로 399 (구서동)","20220811","SK에너지","일반","0","1857","1957","1700"
"A0027398","부산 금정구","금정산주유소","부산 금정구 금샘로 399 (구서동)","20220812","SK에너지","일반","0","1827","1927","1700"
"A0027398","부산 금정구","금정산주유소","부산 금정구 금샘로 399 (구서동)","20220813","SK에너지","일반","0","1827","1927","1700"
"A0027398","부산 금정구","금정산주유소","부산 금정구 금샘로 399 (구서동)","20220814","SK에너지","일반","0","1797","1897","1700"
"A0027398","부산 금정구","금정산주유소","부산 금정구 금샘로 399 (구서동)","20220815","SK에너지","일반","0","1797","1897","1700"
"A0027398","부산 금정구","금정산주유소","부산 금정구 금샘로 399 (구서동)","20220816","SK에너지","일반","0","1797","1897","1700"
"A0027398","부산 금정구","금정산주유소","부산 금정구 금샘로 399 (구서동)","20220817","SK에너지","일반","0","1797","1897","1700"
"A0032081","부산 금정구","남산주유소","부산 금정구 중앙대로 2044 (남산동)","20220810","S-OIL","셀프","2090","1788","1888","0"
"A0032081","부산 금정구","남산주유소","부산 금정구 중앙대로 2044 (남산동)","20220811","S-OIL","셀프","2090","1778","1848","0"
"A0032081","부산 금정구","남산주유소","부산 금정구 중앙대로 2044 (남산동)","20220812","S-OIL","셀프","2060","1748","1848","0"
"A0032081","부산 금정구","남산주유소","부산 금정구 중앙대로 2044 (남산동)","20220813","S-OIL","셀프","2060","1748","1848","0"
"A0032081","부산 금정구","남산주유소","부산 금정구 중앙대로 2044 (남산동)","20220814","S-OIL","셀프","2060","1748","1848","0"
"A0032081","부산 금정구","남산주유소","부산 금정구 중앙대로 2044 (남산동)","20220815","S-OIL","셀프","2060","1748","1848","0"
"A0032081","부산 금정구","남산주유소","부산 금정구 중앙대로 2044 (남산동)","20220816","S-OIL","셀프","2060","1748","1848","0"
"A0032081","부산 금정구","남산주유소","부산 금정구 중앙대로 2044 (남산동)","20220817","S-OIL","셀프","2060","1748","1848","0"
"A0027429","부산 금정구","동양주유소","부산 금정구  반송로 391 (서동)","20220810","현대오일뱅크","셀프","0","1877","1977","0"
"A0027429","부산 금정구","동양주유소","부산 금정구  반송로 391 (서동)","20220811","현대오일뱅크","셀프","0","1857","1957","0"
"A0027429","부산 금정구","동양주유소","부산 금정구  반송로 391 (서동)","20220812","현대오일뱅크","셀프","0","1857","1957","0"
"A0027429","부산 금정구","동양주유소","부산 금정구  반송로 391 (서동)","20220813","현대오일뱅크","셀프","0","1857","1957","0"
"A0027429","부산 금정구","동양주유소","부산 금정구  반송로 391 (서동)","20220814","현대오일뱅크","셀프","0","1857","1957","0"
"A0027429","부산 금정구","동양주유소","부산 금정구  반송로 391 (서동)","20220815","현대오일뱅크","셀프","0","1799","1899","0"
"A0027429","부산 금정구","동양주유소","부산 금정구  반송로 391 (서동)","20220816","현대오일뱅크","셀프","0","1799","1899","0"
"A0027429","부산 금정구","동양주유소","부산 금정구  반송로 391 (서동)","20220817","현대오일뱅크","셀프","0","1799","1899","0"
"A0031717","부산 금정구","동진주유소","부산 금정구 금정로 216  (구서동)","20220810","SK에너지","셀프","2025","1825","1895","0"
"A0031717","부산 금정구","동진주유소","부산 금정구 금정로 216  (구서동)","20220811","SK에너지","셀프","1995","1795","1865","0"
"A0031717","부산 금정구","동진주유소","부산 금정구 금정로 216  (구서동)","20220812","SK에너지","셀프","1995","1795","1865","0"
"A0031717","부산 금정구","동진주유소","부산 금정구 금정로 216  (구서동)","20220813","SK에너지","셀프","1995","1795","1865","0"
"A0031717","부산 금정구","동진주유소","부산 금정구 금정로 216  (구서동)","20220814","SK에너지","셀프","1995","1795","1865","0"
"A0031717","부산 금정구","동진주유소","부산 금정구 금정로 216  (구서동)","20220815","SK에너지","셀프","1995","1795","1865","0"
"A0031717","부산 금정구","동진주유소","부산 금정구 금정로 216  (구서동)","20220816","SK에너지","셀프","1995","1795","1865","0"
"A0031717","부산 금정구","동진주유소","부산 금정구 금정로 216  (구서동)","20220817","SK에너지","셀프","1975","1775","1845","0"
"A0027066","부산 금정구","새석대주유소","부산 금정구 반송로 463 (금사동)","20220810","S-OIL","일반","0","1897","1997","1700"
"A0027066","부산 금정구","새석대주유소","부산 금정구 반송로 463 (금사동)","20220811","S-OIL","일반","0","1877","1977","1700"
"A0027066","부산 금정구","새석대주유소","부산 금정구 반송로 463 (금사동)","20220812","S-OIL","일반","0","1877","1977","1700"
"A0027066","부산 금정구","새석대주유소","부산 금정구 반송로 463 (금사동)","20220813","S-OIL","일반","0","1857","1957","1700"
"A0027066","부산 금정구","새석대주유소","부산 금정구 반송로 463 (금사동)","20220814","S-OIL","일반","0","1857","1957","1700"
"A0027066","부산 금정구","새석대주유소","부산 금정구 반송로 463 (금사동)","20220815","S-OIL","일반","0","1857","1957","1700"
"A0027066","부산 금정구","새석대주유소","부산 금정구 반송로 463 (금사동)","20220816","S-OIL","일반","0","1857","1957","1700"
"A0027066","부산 금정구","새석대주유소","부산 금정구 반송로 463 (금사동)","20220817","S-OIL","일반","0","1857","1957","1700"
"A0031885","부산 금정구","석2주유소","부산 금정구 식물원로 21 (장전동)","20220810","GS칼텍스","일반","0","1919","1989","1700"
"A0031885","부산 금정구","석2주유소","부산 금정구 식물원로 21 (장전동)","20220811","GS칼텍스","일반","0","1889","1959","1700"
"A0031885","부산 금정구","석2주유소","부산 금정구 식물원로 21 (장전동)","20220812","GS칼텍스","일반","0","1889","1959","1700"
"A0031885","부산 금정구","석2주유소","부산 금정구 식물원로 21 (장전동)","20220813","GS칼텍스","일반","0","1889","1959","1700"
"A0031885","부산 금정구","석2주유소","부산 금정구 식물원로 21 (장전동)","20220814","GS칼텍스","일반","0","1889","1959","1700"
"A0031885","부산 금정구","석2주유소","부산 금정구 식물원로 21 (장전동)","20220815","GS칼텍스","일반","0","1889","1959","1700"
"A0031885","부산 금정구","석2주유소","부산 금정구 식물원로 21 (장전동)","20220816","GS칼텍스","일반","0","1849","1929","1700"
"A0031885","부산 금정구","석2주유소","부산 금정구 식물원로 21 (장전동)","20220817","GS칼텍스","일반","0","1849","1929","1700"
"A0031742","부산 금정구","식물원주유소","부산 금정구 금샘로 21 (장전동)","20220810","S-OIL","일반","0","1839","1919","1700"
"A0031742","부산 금정구","식물원주유소","부산 금정구 금샘로 21 (장전동)","20220811","S-OIL","일반","0","1839","1919","1700"
"A0031742","부산 금정구","식물원주유소","부산 금정구 금샘로 21 (장전동)","20220812","S-OIL","일반","0","1799","1899","1700"
"A0031742","부산 금정구","식물원주유소","부산 금정구 금샘로 21 (장전동)","20220813","S-OIL","일반","0","1799","1899","1700"
"A0031742","부산 금정구","식물원주유소","부산 금정구 금샘로 21 (장전동)","20220814","S-OIL","일반","0","1799","1899","1700"
"A0031742","부산 금정구","식물원주유소","부산 금정구 금샘로 21 (장전동)","20220815","S-OIL","일반","0","1799","1899","1700"
"A0031742","부산 금정구","식물원주유소","부산 금정구 금샘로 21 (장전동)","20220816","S-OIL","일반","0","1799","1899","1700"
"A0031742","부산 금정구","식물원주유소","부산 금정구 금샘로 21 (장전동)","20220817","S-OIL","일반","0","1799","1899","1700"
"A0031934","부산 금정구","신화주유소","부산 금정구 금강로 721","20220810","현대오일뱅크","셀프","0","1828","1928","1750"
"A0031934","부산 금정구","신화주유소","부산 금정구 금강로 721","20220811","현대오일뱅크","셀프","0","1798","1888","1750"
"A0031934","부산 금정구","신화주유소","부산 금정구 금강로 721","20220812","현대오일뱅크","셀프","0","1798","1888","1750"
"A0031934","부산 금정구","신화주유소","부산 금정구 금강로 721","20220813","현대오일뱅크","셀프","0","1798","1888","1750"
"A0031934","부산 금정구","신화주유소","부산 금정구 금강로 721","20220814","현대오일뱅크","셀프","0","1798","1888","1750"
"A0031934","부산 금정구","신화주유소","부산 금정구 금강로 721","20220815","현대오일뱅크","셀프","0","1748","1848","0"
"A0031934","부산 금정구","신화주유소","부산 금정구 금강로 721","20220816","현대오일뱅크","셀프","0","1748","1848","0"
"A0031934","부산 금정구","신화주유소","부산 금정구 금강로 721","20220817","현대오일뱅크","셀프","0","1748","1848","0"
"A0031876","부산 금정구","에이원주유소","부산 금정구 반송로 364 (서동)","20220810","SK에너지","셀프","0","1739","1839","0"
"A0031876","부산 금정구","에이원주유소","부산 금정구 반송로 364 (서동)","20220811","SK에너지","셀프","0","1739","1839","0"
"A0031876","부산 금정구","에이원주유소","부산 금정구 반송로 364 (서동)","20220812","SK에너지","셀프","0","1734","1834","0"
"A0031876","부산 금정구","에이원주유소","부산 금정구 반송로 364 (서동)","20220813","SK에너지","셀프","0","1734","1834","0"
"A0031876","부산 금정구","에이원주유소","부산 금정구 반송로 364 (서동)","20220814","SK에너지","셀프","0","1724","1824","0"
"A0031876","부산 금정구","에이원주유소","부산 금정구 반송로 364 (서동)","20220815","SK에너지","셀프","0","1724","1824","0"
"A0031876","부산 금정구","에이원주유소","부산 금정구 반송로 364 (서동)","20220816","SK에너지","셀프","0","1719","1819","0"
"A0031876","부산 금정구","에이원주유소","부산 금정구 반송로 364 (서동)","20220817","SK에너지","셀프","0","1699","1799","0"
"A0032042","부산 금정구","은마석유 노포주유소","부산 금정구 중앙대로 2191 (노포동)","20220810","GS칼텍스","셀프","0","1747","1847","1500"
"A0032042","부산 금정구","은마석유 노포주유소","부산 금정구 중앙대로 2191 (노포동)","20220811","GS칼텍스","셀프","0","1747","1847","1450"
"A0032042","부산 금정구","은마석유 노포주유소","부산 금정구 중앙대로 2191 (노포동)","20220812","GS칼텍스","셀프","0","1742","1842","1450"
"A0032042","부산 금정구","은마석유 노포주유소","부산 금정구 중앙대로 2191 (노포동)","20220813","GS칼텍스","셀프","0","1742","1842","1450"
"A0032042","부산 금정구","은마석유 노포주유소","부산 금정구 중앙대로 2191 (노포동)","20220814","GS칼텍스","셀프","0","1742","1842","1450"
"A0032042","부산 금정구","은마석유 노포주유소","부산 금정구 중앙대로 2191 (노포동)","20220815","GS칼텍스","셀프","0","1742","1842","1450"
"A0032042","부산 금정구","은마석유 노포주유소","부산 금정구 중앙대로 2191 (노포동)","20220816","GS칼텍스","셀프","0","1742","1842","1450"
"A0032042","부산 금정구","은마석유 노포주유소","부산 금정구 중앙대로 2191 (노포동)","20220817","GS칼텍스","셀프","0","1742","1842","1450"
"A0031733","부산 금정구","지에스칼텍스(주)신창주유소","부산 금정구 중앙대로 1698 (부곡동)","20220810","GS칼텍스","셀프","2037","1822","1894","1650"
"A0031733","부산 금정구","지에스칼텍스(주)신창주유소","부산 금정구 중앙대로 1698 (부곡동)","20220811","GS칼텍스","셀프","2010","1795","1865","1650"
"A0031733","부산 금정구","지에스칼텍스(주)신창주유소","부산 금정구 중앙대로 1698 (부곡동)","20220812","GS칼텍스","셀프","2010","1795","1865","1650"
"A0031733","부산 금정구","지에스칼텍스(주)신창주유소","부산 금정구 중앙대로 1698 (부곡동)","20220813","GS칼텍스","셀프","2000","1785","1855","1650"
"A0031733","부산 금정구","지에스칼텍스(주)신창주유소","부산 금정구 중앙대로 1698 (부곡동)","20220814","GS칼텍스","셀프","2000","1785","1855","1650"
"A0031733","부산 금정구","지에스칼텍스(주)신창주유소","부산 금정구 중앙대로 1698 (부곡동)","20220815","GS칼텍스","셀프","2000","1785","1855","1650"
"A0031733","부산 금정구","지에스칼텍스(주)신창주유소","부산 금정구 중앙대로 1698 (부곡동)","20220816","GS칼텍스","셀프","2000","1785","1855","1650"
"A0031733","부산 금정구","지에스칼텍스(주)신창주유소","부산 금정구 중앙대로 1698 (부곡동)","20220817","GS칼텍스","셀프","1990","1775","1845","1650"
"A0030208","부산 금정구","지에스칼텍스(주)영풍주유소","부산 금정구 중앙대로 1782 (부곡동)","20220810","GS칼텍스","셀프","2052","1832","1904","1650"
"A0030208","부산 금정구","지에스칼텍스(주)영풍주유소","부산 금정구 중앙대로 1782 (부곡동)","20220811","GS칼텍스","셀프","2052","1832","1904","1650"
"A0030208","부산 금정구","지에스칼텍스(주)영풍주유소","부산 금정구 중앙대로 1782 (부곡동)","20220812","GS칼텍스","셀프","2052","1832","1904","1650"
"A0030208","부산 금정구","지에스칼텍스(주)영풍주유소","부산 금정구 중앙대로 1782 (부곡동)","20220813","GS칼텍스","셀프","2042","1822","1894","1650"
"A0030208","부산 금정구","지에스칼텍스(주)영풍주유소","부산 금정구 중앙대로 1782 (부곡동)","20220814","GS칼텍스","셀프","2042","1822","1894","1650"
"A0030208","부산 금정구","지에스칼텍스(주)영풍주유소","부산 금정구 중앙대로 1782 (부곡동)","20220815","GS칼텍스","셀프","2042","1822","1894","1650"
"A0030208","부산 금정구","지에스칼텍스(주)영풍주유소","부산 금정구 중앙대로 1782 (부곡동)","20220816","GS칼텍스","셀프","2042","1822","1894","1650"
"A0030208","부산 금정구","지에스칼텍스(주)영풍주유소","부산 금정구 중앙대로 1782 (부곡동)","20220817","GS칼텍스","셀프","2027","1807","2027","1650"
"A0031952","부산 금정구","청룡명품주유소","부산 금정구 중앙대로 2130","20220810","현대오일뱅크","일반","0","1747","1847","0"
"A0031952","부산 금정구","청룡명품주유소","부산 금정구 중앙대로 2130","20220811","현대오일뱅크","일반","0","1742","1842","0"
"A0031952","부산 금정구","청룡명품주유소","부산 금정구 중앙대로 2130","20220812","현대오일뱅크","일반","0","1742","1842","0"
"A0031952","부산 금정구","청룡명품주유소","부산 금정구 중앙대로 2130","20220813","현대오일뱅크","일반","0","1742","1842","0"
"A0031952","부산 금정구","청룡명품주유소","부산 금정구 중앙대로 2130","20220814","현대오일뱅크","일반","0","1742","1842","0"
"A0031952","부산 금정구","청룡명품주유소","부산 금정구 중앙대로 2130","20220815","현대오일뱅크","일반","0","1742","1842","0"
"A0031952","부산 금정구","청룡명품주유소","부산 금정구 중앙대로 2130","20220816","현대오일뱅크","일반","0","1742","1842","0"
"A0031952","부산 금정구","청룡명품주유소","부산 금정구 중앙대로 2130","20220817","현대오일뱅크","일반","0","1742","1842","0"
"A0032021","부산 금정구","한길주유소","부산 금정구 반송로 420 (금사동)","20220810","현대오일뱅크","셀프","2090","1739","1839","0"
