장림대흥주유소,부산 사하구 다대로 292 (장림동),"X :128.976594, Y :35.0763839 "
장림주유소,부산 사하구 장림로 287 (장림동),"X :128.979612, Y :35.0842290 "
장안IC(상)주유소,부산 기장군 장안읍 기장대로 1586,"X :129.247668, Y :35.3325275 "
장안IC(하)주유소,부산 기장군 장안읍 기장대로 1615,"X :129.246958, Y :35.3350728 "
정관신도시주유소/충전소,부산 기장군 정관면 정관로 901,"X :129.210462, Y :35.3246259 "
제일주유소,부산 강서구 가락대로 1417,"X :128.903821, Y :35.1911875 "
조은셀프주유소,부산 사하구 낙동대로 312 (괴정동),"X :128.983198, Y :35.1001303 "
중앙주유소,부산 사상구 낙동대로 1316 (삼락동),"X :128.976613, Y :35.1775496 "
지에스칼텍스㈜ 대성주유소,부산 서구 충무대로 126 (남부민동),"X :129.025386, Y :35.0816621 "
지에스칼텍스㈜ 대연주유소,부산 남구 수영로 288,"X :129.098338, Y :35.1362667 "
지에스칼텍스㈜ 동아주유소,부산 사하구 낙동대로 112 (괴정동),"X :129.003338, Y :35.1040349 "
지에스칼텍스㈜ 비치주유소,부산 남구 용호로 60 (용호동),"X :129.110344, Y :35.1258212 "
지에스칼텍스㈜ 성지주유소,부산 부산진구 동평로 289 (연지동),"X :129.058410, Y :35.1716548 "
지에스칼텍스(주) 언덕주유소,부산 수영구 연수로 239,"X :129.096707, Y :35.1736205 "
지에스칼텍스㈜ 태양주유소,부산 동래구 충렬대로 440 (안락제2동),"X :129.106428, Y :35.1960436 "
지에스칼텍스㈜ 해안주유소,부산 동구 충장대로 121,"X :129.042529, Y :35.1136635 "
지에스칼텍스(주)광안대로주유소,부산 해운대구 수영강변대로 590,"X :129.122001, Y :35.2102350 "
지에스칼텍스(주)구포셀프주유소,부산 북구 사상로 619 (구포동),"X :128.990933, Y :35.1994298 "
지에스칼텍스(주)다대주유소,부산 사하구 다대로 377 (장림동),"X :128.978164, Y :35.0691939 "
지에스칼텍스(주)대풍주유소,부산 사상구 가야대로 81 (감전동),"X :128.981617, Y :35.1512438 "
지에스칼텍스(주)동호주유소,부산 동래구 반송로 245 (안락동),"X :129.098978, Y :35.2026251"
지에스칼텍스(주)라인셀프주유소,부산 북구 덕천로 179 (만덕동),"X :129.023850, Y :35.2115365 "
지에스칼텍스(주)부산주유소,부산 수영구 수영로 558 (광안동),"X :129.112906, Y :35.1553613"
지에스칼텍스(주)서부주유소,부산 사상구 낙동대로 1380 (삼락동),"X :128.976699, Y :35.1833517 "
지에스칼텍스(주)신창주유소,부산 금정구 중앙대로 1698 (부곡동),"X :129.092340, Y :35.2357308 "
지에스칼텍스(주)영풍주유소,부산 금정구 중앙대로 1782 (부곡동),"X :129.093699, Y :35.2433219 "
지에스칼텍스(주)청강휴게소주유소,부산 기장군 기장읍 기장대로 343,"X :129.214131, Y :35.2263467 "
지에스칼텍스(주)해운대중동주유소,부산 해운대구 좌동로 34 (중동),"X :129.170667, Y :35.1686775 "
지에스칼텍스(주)해운주유소,부산 해운대구 해운대로 615 (우동),"X :129.157942, Y :35.1634619 "
진성주유소,부산 부산진구 백양대로 242,"X :129.024216, Y :35.1571905"
창암2주유소,부산 기장군 정관면 신정관로 188,"X :129.201347, Y :35.3294869 "
창암주유소,부산 기장군 정관면 신정관로 188,"X :129.201347, Y :35.3294869 "
청룡명품주유소,부산 금정구 중앙대로 2130,"X :129.092898, Y :35.2745511 "
충렬주유소,부산 동래구 충렬대로 463,"X :129.109006, Y :35.1955572"
케이제이주유소,부산 부산진구 전포대로176번길 5,"X :129.065803, Y :35.1524065 "
태광주유소 (현대),부산 연제구 연수로 84 (연산동),"X :129.079869, Y :35.1752624 "
태양주유소,부산 기장군 기장읍 대변로 13,"X :129.218865, Y :35.2348567 "
태인주유소,부산 동래구 중앙대로 1259 (사직동),"X :129.077700, Y :35.1995586 "
태종대온천주유소,부산 영도구 태종로 806-1 (동삼동),"X :129.080621, Y :35.0645964"
태종에너지청학주유소,부산 영도구 태종로 376 (청학동),"X :129.064811, Y :35.0935326 "
토성셀프주유소,부산 사하구 다대로 581 (다대동),"X :128.970989, Y :35.0548106"
팔성셀프주유소,부산 남구 유엔로 138,"X :129.091103, Y :35.1300205 "
퍼시픽에너지(주),부산 사하구 다대로 575 (다대동),"X :128.970824, Y :35.0552278 "
평강주유소,부산 강서구 평강로 309 (대저1동),"X :128.946529, Y :35.2125696"
하영주유소,부산 기장군 기장읍 반송로 1517,"X :129.207703, Y :35.2517584"
한국오일뱅주유소,부산 사하구 다대로 280 (장림동),"X :128.976872, Y :35.0774428 "
한길주유소,부산 금정구 반송로 420 (금사동),"X :129.109992, Y :35.2141576"
한라주유소,부산 사상구 학장로 107 (학장동),"X :128.978872, Y :35.1411955"
한솔유화(주) 직영 한길주유소,부산 금정구 중앙대로 1646 (부곡동),"X :129.091798, Y :35.2313155 "
한양 브라보주유소,부산 해운대구 해운대로 1238 (송정동),"X :129.205865, Y :35.1952107 "
한양주유소,부산 동래구  충렬대로 300 (낙민동),"X :129.091656, Y :35.1996428 "
한일주유소,부산 부산진구 백양순환로110번길 19 (부암동),"X :129.039538, Y :35.1692254 "
한창주유소,부산 동래구 우장춘로 56,"X :129.071730, Y :35.2126464 "
해변주유소,부산 해운대구 해운대로 592 (우동),"X :129.156221, Y :35.1618615 "
해양특구주유소,부산 영도구 해양로 270,"X :129.076984, Y :35.0841419 "
해운대주유소,부산 해운대구 좌동순환로 375,"X :129.179510, Y :35.1632291"
행복한셀프주유소,부산 사상구 학감대로 73 (학장동),"X :128.991784, Y :35.1389114"
현대오일뱅크 감전주유소,부산 사상구 낙동대로 978 (감전동),"X :128.970982, Y :35.1474791"
현대오일뱅크㈜ 직영 금정셀프주유소,부산 금정구 중앙대로 1664 (부곡동),"X :129.092162, Y :35.2330665"
현대오일뱅크㈜직영 괴정제일셀프주유소,부산 사하구 낙동대로 169,"X :128.997967, Y :35.1018886"
현대오일뱅크㈜직영 낙동로주유소,부산 사상구 낙동대로 1274 (삼락동),"X :128.976955, Y :35.1739664 "
현대오일뱅크㈜직영 부경셀프주유소,부산 남구 유엔로 235 (대연동),"X :129.101866, Y :35.130747 "
현대오일뱅크㈜직영 부곡셀프주유소,부산 금정구 중앙대로 1597 (부곡동),"X :129.089490, Y :35.2273903 "
현대오일뱅크(주)직영 부산현대주유소,부산 연제구 아시아드대로 107 (거제동),"X :129.066204, Y :35.1938797 "
현대오일뱅크㈜직영 센텀셀프주유소,부산 해운대구 해운대로 179 (재송동),"X :129.123545, Y :35.1818041 "
현대오일뱅크㈜직영 안락대로셀프주유소,부산 동래구 충렬대로 379 (안락동),"X :129.100070, Y :35.1976859 "
현대오일뱅크㈜직영 연산셀프주유소,부산 연제구 중앙대로 1179 (거제동),"X :129.079436, Y :35.1927251"
현대오일뱅크(주)직영 장산IC주유소,부산 해운대구 양운로 107 (좌동),"X :129.173552, Y :35.1723294 "
호승주유소,부산 사하구 감천항로 20,"X :128.997742, Y :35.0854638"
화명신도시주유소,부산 북구 금곡대로 203 (화명동),"X :129.010945, Y :35.2269810 "
훼미리알뜰주유소,부산 금정구 두실로 2,"X :129.091012, Y :35.2605801"
흥일주유소 주식회사,부산 사상구 낙동대로 1520 (삼락동),"X :128.984451, Y :35.1938227 "
CJ대한통운㈜ 부산주유소,부산 동구 충장대로 305 (좌천동),"X :129.053743, Y :35.1265589"
CJ대한통운㈜ 성민주유소,부산 강서구 가락대로 389 (송정동),"X :128.844651, Y :35.1172765 "
CJ대한통운㈜ 장평주유소,부산 사하구 을숙도대로 709 (신평동),"X :128.982147, Y :35.0856836 "
CJ대한통운(주)직영 용당터미널주유소,부산 남구 신선로 252,"X :129.092169, Y :35.1103750 "
KH남해서비스㈜ 서부산주유소,부산광역시 강서구 남해2지선고속도로 19,"X :128.950563, Y :35.1561813"
KH에너지(주)직영 장안주유소(부산방향),부산 기장군 장안읍 동해고속도로 25,"X :129.246749, Y :35.3771668 "
KH에너지(주)직영 장안주유소(울산방향),부산 기장군 장안읍 동해고속도로 26,"X :129.248540, Y :35.3818372 "
OS신항주유소,부산 강서구 가락대로 845,"X :128.877031, Y :35.1475464 "
sc(주)센텀주유소,부산광역시 해운대구  수영강변대로 504 (반여동),"X :129.118770, Y :35.2029113 "
SK에너지(주) 경마장주유소,부산 강서구 가락대로 1027,"X :128.887105, Y :35.1614035 "
SK에너지(주) 돌고래주유소,부산 해운대구 해운대로573번길 16,"X :129.154659, Y :35.1617000 "
SK에너지(주) 마리나주유소,부산 해운대구 해운대로 345 (우동),"X :129.135282, Y :35.1714329 "
SK에너지(주) 송정셀프주유소,부산 해운대구 해운대로 1075 (송정동),"X :129.199379, Y :35.1818298"
SK에너지(주) 연지오토self,부산 부산진구 동평로 239 (연지동),"X :129.053082, Y :35.1705827 "
SK에너지(주)강일주유소,부산 수영구 연수로 411,"X :129.114328, Y :35.1683220 "
SK에너지(주)국영,부산 사하구 장림번영로 7 (장림동),"X :128.966861, Y :35.0819311 "
SK에너지(주)두꺼비,부산 북구 금곡대로 362 (화명동),"X :129.014426, Y :35.2407469"
SK에너지(주)부흥셀프주유소,부산 연제구 과정로 120 (연산동),"X :129.107453, Y :35.1821842 "
SK에너지(주)새부산주유소,부산 강서구 낙동북로 42 (강동동),"X :128.934181, Y :35.2187962 "
SK에너지(주)신광셀프주유소,부산 북구 덕천로 275 (만덕동),"X :129.034087, Y :35.2098781"
SK에너지(주)신도시주유소,부산 해운대구 대천로 82 (좌동),"X :129.171720, Y :35.1735968"
SK에너지(주)직영 태종로주유소,부산 영도구 태종로 290 (청학동),"X :129.057642, Y :35.0979530"
SK에너지(주)직영 해운대센텀주유소,부산 해운대구 수영강변대로 276,"X :129.119134, Y :35.1835484 "
YK에너지(주),부산 남구 신선로 387 (용당동),"X :129.097491, Y :35.1203309 "
(공백),,
전체 결과,,
